#separator:tab
#html:true
#notetype:Basic
#deck:SQL::SQL Fundamentals
#tags column:3
#columns:Front	Back	Tags
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">What is a LATERAL join?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Runs the subquery for each row of the outer query — like a correlated subquery but cleaner. Useful for TOP-N per group (LIMIT in the lateral subquery). PostgreSQL and MySQL 8.0.14+.</div>	domain::sql course::sql_fundamentals section::ch_4_lateral
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">What's the difference between ROLLUP and CUBE?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">ROLLUP produces hierarchical subtotals: GROUP BY ROLLUP (year, month) → (year,month), (year), (). CUBE produces all combinations: GROUP BY CUBE (a, b) → (a,b), (a), (b), ().</div>	domain::sql course::sql_fundamentals section::ch_4_grouping_sets
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">How does GROUPING() help with GROUPING SETS results?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">GROUPING(col) returns 1 when the row is a subtotal (col is NULL because of the grouping, not because it's actually NULL). Distinguishes real NULL values from grouping NULLs.</div>	domain::sql course::sql_fundamentals section::ch_4_grouping_sets
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">How do you count rows by condition without a subquery?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Use FILTER clause: COUNT(*) FILTER (WHERE salary &gt; 80000). PostgreSQL, SQLite, DuckDB. MySQL/SQL Server: SUM(CASE WHEN salary &gt; 80000 THEN 1 ELSE 0 END).</div>	domain::sql course::sql_fundamentals section::ch_4_conditional_aggregation
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Why can't you use a window function in the WHERE clause?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Window functions execute after WHERE (logical query order). Compute in a subquery/CTE, then filter outside.</div>	domain::sql course::sql_fundamentals section::ch_4_advanced_patterns
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">How do you find the second-highest salary per department?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Use DENSE_RANK() in a subquery: SELECT * FROM (SELECT *, DENSE_RANK() OVER (PARTITION BY dept ORDER BY salary DESC) AS rnk FROM employees) ranked WHERE rnk = 2.</div>	domain::sql course::sql_fundamentals section::ch_4_advanced_patterns
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">What's the difference between WHERE and HAVING?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">WHERE filters rows BEFORE GROUP BY. HAVING filters groups AFTER GROUP BY. Aggregate functions can't go in WHERE — they don't exist yet at that point.</div>	domain::sql course::sql_fundamentals section::ch_4_advanced_patterns
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Can window functions use indexes?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">ORDER BY in a window can use an index (same as ORDER BY in a regular query). PARTITION BY benefits from an index on the partition column. A composite index on (partition, order) columns can cover the entire window sort.</div>	domain::sql course::sql_fundamentals section::ch_4_query_perf_edge_cases
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">How does FILTER execute vs CASE-based conditional aggregation?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">FILTER is semantically clearer and in PostgreSQL can enable different execution strategies (partial aggregation). In practice, both produce similar plans — use FILTER for readability, CASE for compatibility.</div>	domain::sql course::sql_fundamentals section::ch_4_query_perf_edge_cases
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">What is a storage engine?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">The layer that manages physical data organization, indexes, transactions, and recovery on disk. Separate from the query/planner layer. Row-oriented for OLTP, column-oriented for OLAP.</div>	domain::sql course::sql_fundamentals section::ch_5_storage_engines_data_structures
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Why do column-oriented stores compress better than row-oriented?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Each column stores one type with high redundancy — run-length, dictionary, and delta encodings apply well. A row mixes types and values, so compression gains are small.</div>	domain::sql course::sql_fundamentals section::ch_5_storage_engines_data_structures
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">What is a B+tree and why do most DBs use it?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Balanced multi-way tree where only leaves hold data, internal nodes hold keys, and leaves are linked in a sorted list. Gives shallow trees (height 2-4), and the leaf list makes range scans fast. InnoDB, PostgreSQL, SQLite all use B+trees.</div>	domain::sql course::sql_fundamentals section::ch_5_storage_engines_data_structures
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">How does a clustered index (InnoDB primary key) work?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Table rows are physically stored in a B+tree ordered by the primary key. Secondary indexes point to the PK value, so a secondary lookup = 2 traversals. ORDER BY primary key is essentially free.</div>	domain::sql course::sql_fundamentals section::ch_5_storage_engines_data_structures
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Why is a monotonic PK better than a random UUID in InnoDB?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Monotonic keys append at the right edge — no page splits, no fragmentation. Random UUIDs insert into the middle, causing page splits and write amplification.</div>	domain::sql course::sql_fundamentals section::ch_5_storage_engines_data_structures
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">What is an LSM tree?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Log-structured merge: append-only writes to an in-memory memtable, flushed as sorted SSTables, merged in the background by compaction. Optimized for write-heavy workloads (RocksDB, Cassandra, HBase). Trade-off: more read/space amplification.</div>	domain::sql course::sql_fundamentals section::ch_5_storage_engines_data_structures
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">B-tree vs LSM — which for write-heavy, which for read-heavy?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">LSM for write-heavy: append-only, no random in-place updates. B-tree for read-heavy point lookups: lower read amplification, predictable latency. Choose by workload balance.</div>	domain::sql course::sql_fundamentals section::ch_5_storage_engines_data_structures
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">What is write-ahead logging (WAL) and why needed?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Every change is appended to a sequential log BEFORE the data file is updated. Makes lazy buffering safe: on crash, replay the log to recover committed transactions. Provides durability without fsync of every page per commit.</div>	domain::sql course::sql_fundamentals section::ch_5_storage_engines_data_structures
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">What is a checkpoint?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">A point where dirty pages are flushed to the data file and the WAL is truncated. Crash recovery replays only from the last checkpoint, bounding recovery time.</div>	domain::sql course::sql_fundamentals section::ch_5_storage_engines_data_structures
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">What is the difference between a latch and a lock?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Latch: protects in-memory physical structures (buffer pool pages, index nodes), held microseconds, one operation, no transaction scope, no deadlock detection. Lock: protects logical data, held until transaction end, queued, supports deadlock detection.</div>	domain::sql course::sql_fundamentals section::ch_5_storage_engines_data_structures
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">What do STEAL and NO-FORCE mean in recovery?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">STEAL = engine may flush dirty pages of uncommitted transactions early (needs undo log). NO-FORCE = engine doesn't flush all dirty pages at commit (relies on WAL redo). InnoDB and PostgreSQL are STEAL + NO-FORCE.</div>	domain::sql course::sql_fundamentals section::ch_5_storage_engines_data_structures
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">How does MVCC let readers not block writers?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Each transaction sees a consistent snapshot by keeping multiple row versions. Readers read old versions; writers create new versions; undo log / row versioning manages cleanup. No reader/writer lock contention.</div>	domain::sql course::sql_fundamentals section::ch_5_storage_engines_data_structures
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">What is a hash index and its limitation?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Maps key to file offset in an append-only log (Bitcask design). O(1) point lookups, but no range scans and must fit in memory. Good for key-value point workloads.</div>	domain::sql course::sql_fundamentals section::ch_5_storage_engines_data_structures
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">What is consistent hashing and why is it used?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Maps keys and nodes onto a hash ring. Each key assigned to the next node clockwise. Adding/removing a node only affects its neighbors — minimizes data movement. Used in Dynamo, Cassandra, Riak.</div>	domain::sql course::sql_fundamentals section::ch_6_consistent_hashing
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">How does a hash ring work in consistent hashing?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Nodes and keys are placed on a circle (ring) by hashing. A key goes to the first node clockwise from it. Virtual nodes (vnodes) ensure even distribution and smooth rebalancing.</div>	domain::sql course::sql_fundamentals section::ch_6_consistent_hashing
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">What is the difference between key-range and hash-based partitioning?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Key-range: partitions by sorted key ranges (e.g., 1-1000 -> node A). Enables range scans but hotspots. Hash: hash(key) % N determines partition. Uniform but no range scans.</div>	domain::sql course::sql_fundamentals section::ch_6_partitioning
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">How do you rebalance partitions when adding a node?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Fixed partitions: pre-create many partitions, move subsets to new node. Dynamic splitting: split partitions when too large. Consistent hashing: only neighbors' data moves.</div>	domain::sql course::sql_fundamentals section::ch_6_partitioning
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">What is a virtual node (vnode)?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">A physical node owns multiple "tokens" (slots) on the hash ring. Distributes data more evenly, eases rebalancing on node add/remove. Used in Cassandra, Kafka.</div>	domain::sql course::sql_fundamentals section::ch_6_partitioning
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">What are the three replication models?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Single-leader: all writes -> leader -> replicas (read scale, simple). Multi-leader: writes to any leader -> replicated to others (multi-region, conflict-prone). Leaderless (Dynamo): write to W, read from R, W+R>N (highly available, eventual).</div>	domain::sql course::sql_fundamentals section::ch_6_replication_models
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">What is the difference between synchronous and asynchronous replication?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Sync: wait for replica ack before ack to client. Stronger durability, higher latency, blocks on replica failure. Async: ack immediately. Lower latency but replica lag -> stale reads, potential data loss.</div>	domain::sql course::sql_fundamentals section::ch_6_replication_models
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">How does Raft leader election work?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Followers wait a randomized election timeout. If no heartbeat from leader, become candidate, increment term, request votes. If majority votes -> leader. Random timeouts prevent split votes.</div>	domain::sql course::sql_fundamentals section::ch_6_consensus_raft
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">What is the election restriction in Raft?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">A candidate must have a log at least as up-to-date as the majority (last entry's term + index) to win election. Ensures new leader has all committed entries.</div>	domain::sql course::sql_fundamentals section::ch_6_consensus_raft
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">How are logs replicated in Raft?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Leader receives entry -> appends to its log -> sends AppendEntries RPCs to followers -> entry committed when majority append -> leader applies to state machine -> tells followers to apply via commit index.</div>	domain::sql course::sql_fundamentals section::ch_6_consensus_raft
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">How does Two-Phase Commit (2PC) work?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Phase 1: coordinator asks participants "can you commit?" -> participants lock resources, write prepare to log, reply YES/NO. Phase 2: if all YES -> COMMIT to all; if any NO -> ABORT to all.</div>	domain::sql course::sql_fundamentals section::ch_6_distributed_transactions
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">What is the problem with 2PC?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Blocking: if coordinator fails after prepare, participants block indefinitely. Coordinator is SPOF. Locks held during entire prepare/commit.</div>	domain::sql course::sql_fundamentals section::ch_6_distributed_transactions
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">What is the Saga pattern?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">A distributed transaction broken into a sequence of local transactions, each with a compensating action for rollback. Orchestration: central coordinator. Choreography: event-driven, no coordinator.</div>	domain::sql course::sql_fundamentals section::ch_6_distributed_transactions
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">What does the CAP theorem state?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">In a network partition (P), you must choose between Consistency (C) and Availability (A). You can't have both. Applies only during partitions -- normally you can have both.</div>	domain::sql course::sql_fundamentals section::ch_6_cap_pacelc
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">What is PACELC?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Extends CAP: Else (no partition), Latency vs Consistency. PC/EC: prioritize consistency (Spanner, CockroachDB). PA/EL: prioritize latency/availability (Cassandra, DynamoDB).</div>	domain::sql course::sql_fundamentals section::ch_6_cap_pacelc
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">What is a vector clock?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Tracks causality across nodes by assigning each node a counter. Each version has a vector (e.g., node A's counter, node B's counter). Detects concurrent updates (when neither vector dominates).</div>	domain::sql course::sql_fundamentals section::ch_6_vector_clocks
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">How do you detect conflicts with vector clocks?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">If vector clock X has a higher count than Y in at least one node AND Y has a higher count in at least one node -> concurrent (conflict). If one dominates all -> happens-before.</div>	domain::sql course::sql_fundamentals section::ch_6_vector_clocks
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">What is the quorum requirement in Dynamo-style systems?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">W+R > N guarantees strong consistency. With N=3, W=2, R=2: 2+2=4>3. A read touches 2 nodes; at least 1 saw the latest write.</div>	domain::sql course::sql_fundamentals section::ch_6_quorum
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">What is read repair?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">During a read, if replicas disagree, the reader returns the latest version and writes it back to stale replicas. Repairs happen lazily in the background, not synchronously.</div>	domain::sql course::sql_fundamentals section::ch_6_quorum
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">How do you handle secondary indexes in a sharded database?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Local index: fan out query to all shards (scatter-gather). Global index: partition index by indexed term; single shard answers but writes touch multiple index partitions.</div>	domain::sql course::sql_fundamentals section::ch_6_distributed_query
<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">When do you use broadcast join vs shuffle join?</div>	<div dir="ltr" style="text-align:left;font-family:monospace,sans-serif">Broadcast: one table small enough to fit in memory -- send to all nodes. Shuffle: both tables large -- redistribute by hash(key). Shuffle = high network I/O, broadcast = low network but memory pressure.</div>	domain::sql course::sql_fundamentals section::ch_6_distributed_query
