#separator:tab
#html:true
#notetype:Basic
#deck:SQL فارسی::SQL Fundamentals
#tags column:3
#columns:Front	Back	Tags
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">چطور یک سیستم EAV را بازطراحی می‌کنی؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">ویژگی‌های مشترک → ستون، subtype-specific → class table inheritance، پویا → JSONB. مهاجرت مرحله‌ای: اسکیما جدید، همزمان به هر دو بنویس، backfill، EAV را حذف کن.</div>	domain::sql course::sql_fundamentals section::ch_3_نکات_مصاحبه
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">برای سیستم کامنت‌های رشته‌ای با nesting بی‌نهایت از چه مدلی استفاده می‌کنی؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">Closure Table. پرس‌وجوی اجداد و نوادگان در depth دلخواه با یک query. جایگزین: path enumeration برای ancestry-only.</div>	domain::sql course::sql_fundamentals section::ch_3_نکات_مصاحبه
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">ENUM یا lookup table؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">همیشه lookup table مگر اینکه مقادیر واقعاً تا ابد ثابت باشند. ENUM = DDL (ALTER TABLE، lock، downtime). Lookup table = DML (INSERT، بدون downtime، FK-پذیر).</div>	domain::sql course::sql_fundamentals section::ch_3_نکات_مصاحبه
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">تفاوت window function و GROUP BY چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">Window function روی مجموعه‌ای از سطرهای مرتبط با سطر جاری محاسبه می‌کند بدون اینکه سطرها را ادغام کند — هر سطر هویت خود را حفظ می‌کند. GROUP BY سطرها را یک گروه می‌کند و یک خروجی به ازای هر گروه می‌دهد.</div>	domain::sql course::sql_fundamentals section::ch_4_مبانی_window_functions
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">سه بخش syntax یک window function چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">FUNCTION(...) OVER (PARTITION BY ... ORDER BY ... frame_clause). PARTITION BY گروه‌ها را مشخص می‌کند، ORDER BY ترتیب درون گروه را مشخص می‌کند، frame تعیین می‌کند کدام سطرهای گروه در محاسبه شرکت کنند.</div>	domain::sql course::sql_fundamentals section::ch_4_مبانی_window_functions
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">تفاوت ROW_NUMBER، RANK و DENSE_RANK چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">ROW_NUMBER اعداد یکتا و ترتیبی می‌دهد (تساوی ترتیب دلخواه دارد، gap ندارد). RANK به مقادیر مساوی یک rank می‌دهد ولی gap دارد (۱,۱,۳,۴). DENSE_RANK به مقادیر مساوی یک rank می‌دهد و gap ندارد (۱,۱,۲,۳).</div>	domain::sql course::sql_fundamentals section::ch_4_مبانی_window_functions
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">LAG و LEAD چه کاری انجام می‌دهند؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">LAG به سطر قبل از سطر جاری دسترسی می‌دهد و LEAD به سطر بعد از سطر جاری. برای مقایسه سری‌های زمانی (تغییر روز-به-روز) استفاده می‌شوند.</div>	domain::sql course::sql_fundamentals section::ch_4_lag_lead
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">وقتی LAG/LEAD در لبه‌های پارتیشن قرار دارند چه اتفاقی می‌افتد؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">NULL برمی‌گردانند (سطر قبلی/بعدی وجود ندارد). از پارامتر پیش‌فرض استفاده کن: LAG(col, 1, 0) تا به جای NULL صفر برگرداند.</div>	domain::sql course::sql_fundamentals section::ch_4_lag_lead
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">چرا LAST_VALUE اغلب جواب اشتباه می‌دهد؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">فریم پیش‌فرض RANGE BETWEEN UNBOUNDED PRECEDING AND CURRENT ROW است — پس LAST_VALUE مقدار سطر جاری را برمی‌گرداند. راه‌حل: ROWS BETWEEN UNBOUNDED PRECEDING AND UNBOUNDED FOLLOWING را مشخص کن.</div>	domain::sql course::sql_fundamentals section::ch_4_first_value_last_value_nth_value
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">تفاوت ROWS، RANGE و GROUPS چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">ROWS = سطرهای فیزیکی (سریع، قطعی). RANGE = مقادیر منطقی — سطرهایی با مقدار ORDER BY یکسان همتا محسوب می‌شوند (کندتر). GROUPS = گروه‌های سطرهای همتا (PostgreSQL 11+).</div>	domain::sql course::sql_fundamentals section::ch_4_پنجره_window_frame
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">فریم پیش‌فرض با ORDER BY چیست؟ بدون ORDER BY؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">با ORDER BY: RANGE BETWEEN UNBOUNDED PRECEDING AND CURRENT ROW. بدون ORDER BY: کل پارتیشن.</div>	domain::sql course::sql_fundamentals section::ch_4_پنجره_window_frame
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">تفاوت CTE و subquery چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">CTE نام‌گذاری شده، قابل استفاده مجدد در query است و خوانایی را بهبود می‌دهد. Subquery درون‌خطی است، باید تکرار شود. CTE می‌تواند بازگشتی باشد (WITH RECURSIVE) — subquery نمی‌تواند.</div>	domain::sql course::sql_fundamentals section::ch_4_cte
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">در recursive CTE، base case و recursive step چه نقشی دارند؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">Base case (عبارت غیربازگشتی) نتیجه اولیه را می‌سازد. Recursive step به CTE برمی‌گردد و به آن JOIN می‌خورد. UNION ALL هر دو را ترکیب می‌کند. جلوگیری از چرخه: مسیر پیموده‌شده را در array ذخیره کن و با NOT x = ANY(path) بررسی کن.</div>	domain::sql course::sql_fundamentals section::ch_4_cte
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">چطور سطرها را به ستون تبدیل کنیم (PIVOT) در MySQL/PostgreSQL؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">CASE + GROUP BY: SUM(CASE WHEN quarter='Q1' THEN revenue END) AS q1. PostgreSQL از crosstab() هم پشتیبانی می‌کند.</div>	domain::sql course::sql_fundamentals section::ch_4_pivot_unpivot
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">LATERAL join چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">زیرپرس‌وجو را به ازای هر سطر query بیرونی اجرا می‌کند — شبیه correlated subquery اما خواناتر. کاربرد: TOP-N به ازای هر گروه. PostgreSQL و MySQL 8.0.14+.</div>	domain::sql course::sql_fundamentals section::ch_4_lateral
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">تفاوت ROLLUP و CUBE چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">ROLLUP زیرمجموع‌های سلسله‌مراتبی تولید می‌کند: GROUP BY ROLLUP (year, month) → (year,month), (year), (). CUBE تمام ترکیب‌ها را تولید می‌کند: GROUP BY CUBE (a, b) → (a,b), (a), (b), ().</div>	domain::sql course::sql_fundamentals section::ch_4_grouping_sets
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">تابع GROUPING() چطور کمک می‌کند؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">GROUPING(col) وقتی سطر زیرمجموعه است ۱ برمی‌گرداند. بین NULL واقعی و NULL حاصل از grouping تمایز قائل می‌شود.</div>	domain::sql course::sql_fundamentals section::ch_4_grouping_sets
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">چطور سطرها را بر اساس شرط بدون subquery بشماریم؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">FILTER clause: COUNT(*) FILTER (WHERE salary &gt; 80000). در PostgreSQL، SQLite، DuckDB. در MySQL/SQL Server: SUM(CASE WHEN salary &gt; 80000 THEN 1 ELSE 0 END).</div>	domain::sql course::sql_fundamentals section::ch_4_conditional_aggregation
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">چرا window function در WHERE کار نمی‌کند؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">Window functions بعد از WHERE اجرا می‌شوند (ترتیب منطقی SQL). در یک subquery/CTE محاسبه کن، بعد خارجی فیلتر کن.</div>	domain::sql course::sql_fundamentals section::ch_4_الگوهای_پیشرفته
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">چطور دومین حقوق بالاترین را به ازای هر بخش پیدا کنیم؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">DENSE_RANK() در subquery: SELECT * FROM (SELECT *, DENSE_RANK() OVER (PARTITION BY dept ORDER BY salary DESC) AS rnk FROM employees) ranked WHERE rnk = 2.</div>	domain::sql course::sql_fundamentals section::ch_4_الگوهای_پیشرفته
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">تفاوت WHERE و HAVING چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">WHERE سطرها را قبل از GROUP BY فیلتر می‌کند. HAVING گروه‌ها را بعد از GROUP BY فیلتر می‌کند. توابع aggregate در WHERE کار نمی‌کنند چون هنوز وجود ندارند.</div>	domain::sql course::sql_fundamentals section::ch_4_الگوهای_پیشرفته
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">آیا window functions می‌توانند از index استفاده کنند؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">ORDER BY در window می‌تواند از index استفاده کند. PARTITION BY از index روی ستون پارتیشن بهره می‌برد. یک index ترکیبی روی (partition, order) می‌تواند کل sort window را پوشش دهد.</div>	domain::sql course::sql_fundamentals section::ch_4_کارایی_query
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">تفاوت FILTER و CASE-based conditional aggregation چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">FILTER خواناتر است و در PostgreSQL ممکن است استراتژی اجرای متفاوتی فعال کند. در عمل هر دو پلن مشابهی دارند — FILTER برای خوانایی، CASE برای سازگاری.</div>	domain::sql course::sql_fundamentals section::ch_4_کارایی_query
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">storage engine چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">لایه‌ای که سازمان‌دهی فیزیکی داده، ایندکس‌ها، تراکنش‌ها و بازیابی را روی دیسک مدیریت می‌کند. از لایه query/planner جدا است. Row-oriented برای OLTP، column-oriented برای OLAP.</div>	domain::sql course::sql_fundamentals section::ch_5_موتورهای_ذخیره_سازی_و_ساختار_داده
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">چرا ستون‌محورها بهتر از ردیف‌محورها فشرده می‌شوند؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">هر ستون یک نوع داده با تکرار بالا ذخیره می‌کند — کدینگ run-length، dictionary و delta خوب جواب می‌دهند. ردیف نوع‌های مختلف و مقادیر متنوع دارد، پس فشرده‌سازی کم بهره می‌برد.</div>	domain::sql course::sql_fundamentals section::ch_5_موتورهای_ذخیره_سازی_و_ساختار_داده
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">B+tree چیست و چرا اکثر دیتابیس‌ها استفاده می‌کنند؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">درخت متوازن چندمسیره که فقط برگ‌ها داده دارند، گره‌های داخلی فقط کلید، و برگ‌ها به‌صورت لیست مرتب به هم وصل‌اند. ارتفاع کم (۲-۴) و لیست برگ‌ها اسکن بازه‌ای را سریع می‌کند. InnoDB، PostgreSQL و SQLite از B+tree استفاده می‌کنند.</div>	domain::sql course::sql_fundamentals section::ch_5_موتورهای_ذخیره_سازی_و_ساختار_داده
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">کلاستر ایندکس (primary key در InnoDB) چطور کار می‌کند؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">ردیف‌های جدول فیزیکی داخل B+tree مرتب‌شده با primary key ذخیره می‌شوند. ایندکس‌های ثانویه به مقدار PK اشاره می‌کنند، پس جستجوی ثانویه = ۲ پیمایش. ORDER BY روی PK تقریباً رایگان است.</div>	domain::sql course::sql_fundamentals section::ch_5_موتورهای_ذخیره_سازی_و_ساختار_داده
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">چرا PK یکنواخت بهتر از UUID تصادفی در InnoDB است؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">کلید یکنواخت لبه راست اضافه می‌شود — بدون page split و fragmentation. UUID تصادفی وسط درخت می‌رود و page split و write amplification ایجاد می‌کند.</div>	domain::sql course::sql_fundamentals section::ch_5_موتورهای_ذخیره_سازی_و_ساختار_داده
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">LSM tree چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">Log-structured merge: نوشتن append-only در memtable حافظه، flush به صورت SSTable مرتب، و ادغام در پس‌زمینه با compaction. بهینه برای بارهای write-heavy (RocksDB، Cassandra، HBase). هزینه: read/space amplification بیشتر.</div>	domain::sql course::sql_fundamentals section::ch_5_موتورهای_ذخیره_سازی_و_ساختار_داده
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">B-tree یا LSM — کدام برای write-heavy و کدام read-heavy؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">LSM برای write-heavy: نوشتن append-only بدون به‌روزرسانی تصادفی درجا. B-tree برای read-heavy و point lookup: read amplification کمتر و تأخیر قابل پیش‌بینی. بر اساس تعادل بار انتخاب کن.</div>	domain::sql course::sql_fundamentals section::ch_5_موتورهای_ذخیره_سازی_و_ساختار_داده
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">write-ahead logging (WAL) چیست و چرا لازم است؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">هر تغییر قبل از به‌روزرسانی فایل داده، اول به یک log ترتیبی append می‌شود. این buffer شدن تنبل را امن می‌کند: در crash با replay کردن log تراکنش‌های commit شده بازیابی می‌شوند. بدون fsync هر page در هر commit، durability می‌دهد.</div>	domain::sql course::sql_fundamentals section::ch_5_موتورهای_ذخیره_سازی_و_ساختار_داده
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">checkpoint چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">نقطه‌ای که page های کثیف به فایل داده flush می‌شوند و WAL کوتاه می‌شود. بازیابی فقط از آخرین checkpoint replay می‌کند و زمان بازیابی را محدود می‌کند.</div>	domain::sql course::sql_fundamentals section::ch_5_موتورهای_ذخیره_سازی_و_ساختار_داده
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">فرق latch و lock چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">Latch: ساختار فیزیکی درون حافظه (page های buffer pool، گره‌های ایندکس)، چند میکروثانیه، یک عملیات، بدون scope تراکنش و بدون تشخیص deadlock. Lock: داده منطقی، تا پایان تراکنش، صف‌بندی شده، با تشخیص deadlock.</div>	domain::sql course::sql_fundamentals section::ch_5_موتورهای_ذخیره_سازی_و_ساختار_داده
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">STEAL و NO-FORCE در بازیابی یعنی چه؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">STEAL = موتور ممکن است page کثیف تراکنش ناکامل را زودتر flush کند (نیاز به undo log). NO-FORCE = موتور همه page کثیف را در commit flush نمی‌کند (به WAL redo اتکا می‌کند). InnoDB و PostgreSQL STEAL + NO-FORCE هستند.</div>	domain::sql course::sql_fundamentals section::ch_5_موتورهای_ذخیره_سازی_و_ساختار_داده
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">MVCC چطور اجازه می‌دهد خواننده‌ها نویسنده‌ها را بلاک نکنند؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">هر تراکنش یک snapshot سازگار با نگه‌داشتن چند نسخه ردیف می‌بیند. خواننده‌ها نسخه قدیمی می‌خوانند؛ نویسنده‌ها نسخه جدید می‌سازند؛ undo log / versioning پاکسازی را مدیریت می‌کند. بدون contention بین خواننده و نویسنده.</div>	domain::sql course::sql_fundamentals section::ch_5_موتورهای_ذخیره_سازی_و_ساختار_داده
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">hash index چیست و محدودیتش کدام است؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">کلید را به offset در یک log append-only نگاشت می‌کند (طراحی Bitcask). point lookup با O(1)، اما اسکن بازه‌ای ندارد و باید در حافظه باشد. مناسب بارهای key-value نقطه‌ای.</div>	domain::sql course::sql_fundamentals section::ch_5_موتورهای_ذخیره_سازی_و_ساختار_داده
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">Consistent Hashing چیست و چرا استفاده می‌شود؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">کلیدها و نودها را روی یک حلقه هش (hash ring) نگاشت می‌کند. هر کلید به اولین نود در جهت ساعت‌گرد اختصاص می‌یابد. اضافه/حذف نود فقط همسایه‌ها را تحت تأثیر قرار می‌دهد — جابجایی داده‌ها بهینه است. در Dynamo، Cassandra، Riak استفاده می‌شود.</div>	domain::sql course::sql_fundamentals section::ch_6_consistent_hashing
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">حلقه هش (hash ring) در consistent hashing چطور کار می‌کند؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">نودها و کلیدها با هش کردن روی دایره قرار می‌گیرند. یک کلید به اولین نود در جهت ساعت‌گرد داده می‌شود. نودهای مجازی (vnodes) توزیع یکنواخت و ریکانفیگ راحت را تضمین می‌کنند.</div>	domain::sql course::sql_fundamentals section::ch_6_consistent_hashing
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">تفاوت پارتیشن‌بندی key-range و hash-based چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">Key-range: بر اساس محدوده‌های مرتب کلید (مثلاً ۱-۱۰۰۰ → نود A). range scan می‌شود اما hotspot دارد. Hash: hash(key) % N پارتیشن را تعیین می‌کند. توزیع یکنواخت اما range scan ندارد.</div>	domain::sql course::sql_fundamentals section::ch_6_پارتیشن‌بندی
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">چطور پارتیشن‌ها را هنگام اضافه کردن نود rebalance می‌کنید؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">Fixed partitions: بسیاری از پارتیشن‌ها از پیش ساخته شده، زیرمجموعه به نود جدید منتقل می‌شود. Dynamic splitting: پارتیشن‌ها وقتی بزرگ شدند تقسیم می‌شوند. Consistent hashing: فقط داده‌های همسایه‌ها جابجا می‌شوند.</div>	domain::sql course::sql_fundamentals section::ch_6_پارتیشن‌بندی
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">Virtual node (vnode) چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">یک نود فیزیکی چندین "توکن" (اسلات) روی حلقه هش擁有 می‌کند. توزیع داده یکنواختر، ریکانفیگ هنگام add/remove راحت‌تر. در Cassandra، Kafka استفاده می‌شود.</div>	domain::sql course::sql_fundamentals section::ch_6_پارتیشن‌بندی
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">سه مدل replication چیستند؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">Single-leader: همه writes → leader → replicas (اسکیل خواندن، ساده). Multi-leader: write به هر leader → replicate به بقیه (چند منطقه‌ای، conflict احتمالی). Leaderless (Dynamo): write به W نود، read از R نود، W+R>N (بسیار available، eventual).</div>	domain::sql course::sql_fundamentals section::ch_6_مدلهای_ریپلیکیشن
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">تفاوت replication synchronous و asynchronous چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">Sync: تا ack از replica منتظر می‌ماند. پایداری قوی‌تر، latency بالا، اگر replica down باشد block می‌شود. Async: بلافاصله ack می‌دهد. Latency پایین اما replica lag → stale read، احتمال data loss.</div>	domain::sql course::sql_fundamentals section::ch_6_مدلهای_ریپلیکیشن
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">انتخاب رهبر (leader election) در Raft چطور کار می‌کند؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">Followers یک election timeout تصادفی صبر می‌کنند. اگر heartbeat از leader نیاید، candidate می‌شوند، term را افزایش می‌دهند، درخواست vote می‌دهند. اگر اکثریت رأی بدهند → leader می‌شوند. Timeout‌های تصادفی split vote را پیشگیری می‌کند.</div>	domain::sql course::sql_fundamentals section::ch_6_اجماع_raft
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">Election restriction در Raft چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">یک candidate باید log دارد که حداقل به اندازه اکثریت up-to-date باشد (term و index آخرین entry) تا برنده شود. تضمین می‌کند leader جدید همه entryهای committed را دارد.</div>	domain::sql course::sql_fundamentals section::ch_6_اجماع_raft
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">Log replication در Raft چگونه انجام می‌شود؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">Leader entry می‌گیرد → به log خود append می‌کند → AppendEntries RPC به followers می‌فرستد → entry وقتی اکثریت append کنند committed می‌شود → leader روی state machine apply می‌کند → به followers از طریق commit index می‌گوید apply کنند.</div>	domain::sql course::sql_fundamentals section::ch_6_اجماع_raft
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">Two-Phase Commit (2PC) چطور کار می‌کند؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">Phase 1: coordinator از participants می‌پرسد "can you commit?" → participants منابع را lock می‌کنند، prepare در log می‌نویسند، YES/NO جواب می‌دهند. Phase 2: اگر همه YES → COMMIT به همه؛ اگر هر کدام NO → ABORT به همه.</div>	domain::sql course::sql_fundamentals section::ch_6_تراکنش_توزیع_شده
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">مشکل 2PC چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">Blocking: اگر coordinator بعد از prepare fail کند، participants تا بی‌نهایت block می‌شوند. Coordinator SPOF است. Lockها طول کامل prepare/commit نگه داشته می‌شوند.</div>	domain::sql course::sql_fundamentals section::ch_6_تراکنش_توزیع_شده
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">Saga pattern چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">یک تراکنش توزیع‌شده را به دنباله‌ای از تراکنش‌های محلی می‌شکند، هر کدام با یک compensating action برای rollback. Orchestration: coordinator مرکزی. Choreography: event-driven، coordinator ندارد.</div>	domain::sql course::sql_fundamentals section::ch_6_تراکنش_توزیع_شده
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">تئورم CAP چه می‌گوید؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">در یک network partition (P)، باید بین Consistency (C) و Availability (A) انتخاب کنید. هر دو نمی‌توانید داشته باشید. فقط در طول partition صدق می‌کند — در حالت عادی هر دو ممکن است.</div>	domain::sql course::sql_fundamentals section::ch_6_cap_pacelc
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">PACELC چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">توسعه CAP: Else (partition نیست)، Latency در برابر Consistency. PC/EC: consistency را اولویت می‌دهد (Spanner، CockroachDB). PA/EL: latency/availability را اولویت می‌دهد (Cassandra، DynamoDB).</div>	domain::sql course::sql_fundamentals section::ch_6_cap_pacelc
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">Vector Clock چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">causality را بین نودها با اختصاص counter به هر نود ردیابی می‌کند. هر version یک vector دارد (مثلاً counter نود A، counter نود B). آپدیت‌های concurrent را تشخیص می‌دهد (وقتی هیچ vector دیگری را dominate نمی‌کند).</div>	domain::sql course::sql_fundamentals section::ch_6_vector_clocks
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">چطور با vector clock conflict تشخیص می‌دهید؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">اگر vector clock X در حداقل یک نود count بالاتری از Y داشته باشد و Y در حداقل یک نود count بالاتری داشته باشد → concurrent (conflict). اگر یکی همه را dominate کند → happens-before.</div>	domain::sql course::sql_fundamentals section::ch_6_vector_clocks
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">شرط quorum در سیستم‌های Dynamo-style چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">W+R > N consistency قوی را تضمین می‌کند. با N=3، W=2، R=2: ۲+۲=۴>۳. یک read به ۲ نود می‌رسد؛ حداقل ۱ آنها آخرین write را دیده است.</div>	domain::sql course::sql_fundamentals section::ch_6_quorum
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">Read Repair چیست؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">در طول یک read، اگر replicas disagree کنند، reader جدیدترین version را برمی‌گرداند و به replicas قدیمی برمی‌گرداند (write-back). Repairها به صورت lazy در background انجام می‌شوند، نه synchronous.</div>	domain::sql course::sql_fundamentals section::ch_6_quorum
<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">Indexهای ثانویه در دیتابیس sharded چطور مدیریت می‌شوند؟</div>	<div dir="rtl" style="text-align:right;font-family:Tahoma,Arial,sans-serif">Local index: query به همه shards fan-out می‌شود (scatter-gather). Global index: index بر اساس term پارتیشن‌بندی می‌شود؛ یک shard جواب می‌دهد اما writes به چندین index partition می‌روند.</div>	domain::sql course::sql_fundamentals section::ch_6_اجرای_query_توزیع_شده
